full_text,Label;;;
@Fahrihamzah Prabowo dan Andre Rosiade pernah bilang kalo ada di dalam pemerintahan akan bisa berbuat banyak utk kepentingan pendukungnya.,POSITIF;;;
@kurawa Prabowo gibran no 1 dihati pendukungnya dan yg selalu banyak membantu,POSITIF;;;
"@Gerindra Orang yg tulus, orng yg memikirkan rakyat kecil. Hnya pak Prabowo lah. Gak perlu di ragukan lg. Sedunia juga paham betulll"",POSITIF";;;
Prabowo pantas mendapatkan dukungan agar visi dan misinya untuk Indonesia dapat tercapai,POSITIF;;;
@kikysaputrii gini ki, lu kan di media nunjukin persona kritis tapi pas pak prabowo kalah kok lu ga mau roast si, comic lain juga tau kali kalo prabowo kalah mereka react tipis tipis. Jadi netizen ngiranya lu ga berani roast karena lu ada di pihaknya dan anak presiden.,NEGATIF;;;
"@tvOneNews Pak Prabowo dan mas Gibran kami mana mungkin takut sama lawan. Secara mereka orng pintar, orng cerdas. Masa mau takut sama yg modelan kyak tim sbelah"",POSITIF";;;
@Musafir_Usang @__AnakKolong @bangherwin kok ga nyambung si bang? Kan sesuai kontek bang AK stop PRABOWO PENCULIK,NEGATIF;;;
@PartaiSocmed @gregorius_6 Permadi alias Abu janda kan bersama Prabowo?,NEGATIF;;;
@SabaruddinS64 @GLuset6 @Chmelo11 @BurhanMuhtadi Khawatir banget bang sama lembaga survei? Setiap paslon pasti punya lembaga survei internal masing2 Tinggal dilihat saja di media siapa yg sering menyerang itu biasanya sudah ada bisikan dr konsultan klo elektabilitasnya kalah. Contoh 'panik'nya prabowo dipemilu 2014 &amp; 2019.,NEGATIF;;
@VIVAcoid Saya sudah disini pak prabowo,POSITIF;;;
@bukamata18 @PKSejahtera @FPKSDPRRI @pakmul63 @aniesbaswedan @ganjarpranowo @prabowo Kurang strategis kalau dibahas di kampanye.. Nti saja stlh menang usut dan batalkan jika perlu hukum kalau memang curang..,POSITIF;;;
@are_inismyname @Ndons_Back @bengkeldodo @P4P4B0W0_2024 @BANGSAygSUJUD @99propaganda @Bank_Joee_ @florieliciouss @Alie_Fahnoor @G0mb4k @Kimberley_2024 Etika pemimpin itu tenang dalam kondisi apapun. Tampak sekali Prabowo emosian dan agak kurang enak dilihat pas menjulurkan lidah. Aku rasa kurang pas.salam damai,NEGATIF;;;
@yusufagro @aniesbaswedan @prabowo @AgusYudhoyono @alextham878 @AlmaghribiS @andre_rosiade @Gerindra @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @G0mb4k @Papa_Brewook Bnyak tipu loe. Cukup sekali ku coblos Sang Penghianat di 2019. Katanya mau timbul tenggelam bersama Rakyat, Rakyat tenggelam diam yg timbul alias ikut cari makan di Pak Jokowi. Mungkin takut g dapat kredit krn GAGAL dapat KEKUASAAN.,NEGATIF;;;
"Kalau Prabowo jahat, dia minta saja satu persen dari rekanan. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto"",POSITIF";;;
@markentoshopid @AseraBenecia @sosmedkeras @prabowo @ganjarpranowo @aniesbaswedan @mohmahfudmd @gibran_tweet @cakimiNOW ...kita kan sudah punya TUHAN sebagai PENUNTUN_KEBAIKAN apakah kita sudah tidak percaya TUHAN???,NEGATIF;;;
@tempodotco Pak @prabowo anda disindir karena gak punya ide dan gagasan apapun sebagai Capres cuma bisa 'gimmick' joget-joget gak mutu. Rakyat lapar dan miskin jenderal gak bisa kenyang dengan joget-jogetmu!,NEGATIF;;;
@bengkeldodo Prabowo dan Gibran, duo paling luar biasa! Mereka tidak memukul, tapi merangkul dengan penuh kasih sayang!,POSITIF;;;
@Penyuka_ombak @Uki23 Wajar kalau Prabowo dipecat karena beliho lebih TNI daripada TNI. Berarti sudah di luar TNI. Kalau bahasa gaulnya Kebablasan.,NEGATIF;;;
@pro_gibran_ Semakin yakin jika prabowo gibran akan menang satu putaran dan pasangan ini akan benar benar jujur dalam berkontestasi,POSITIF;;;
@tvOneNews Biarkan mimpi prabowo setinggi langit...kalah trs maju terus....mentang2 bnyak duit...klw thn dpn kalah lagi ...ht2 struk mengintai...bini gk pnya anak sdh mapan...yaaaa ' eeee,NEGATIF;;;
@CNNIndonesia Setuju p prabowo.. Bapak nikmati tetlalu banyak... Rakyat kebanyakan jadi tidak menikmati ..,NEGATIF;;;
Untung prabowo selalu kalah coba kalau menang si @Dahnilanzar ini makin songong #DahnilAnzarSongong https://t.co/ALnFi5mB6l,NEGATIF;;;
@Ganjar_menang @Dennysiregar7 Bagaimana klo sebaliknya? Suara pemilih Prabowo yg hangus, apa mreka mau?,NEGATIF;;;
@satriohendri Debat perdana ini, jujur, Prabowo dikangkangi oleh Ganjar dan Anies!! Dasarnya sdh jelas. Ganjar nanya pengadilan HAM dan mayat2 aktivis yang diculik kelompok Prabowo, tapi gak dijawab Prabowo!! Hancur Prabowo!!,NEGATIF;;;
Sowry prabowo dihati wk,POSITIF;;;
KPU mikir, Prabowo podium aja bisa hancur, gimana bisa diandalkan untuk memimpin negara? @halocip  Anies #DebatCapres Prabowo Ordal JAKI pt gni https://t.co/vOGgcKM3bU https://t.co/m5Cs0VN9IE,NEGATIF;;;
@narkosun Mending golput dripada pilih prabowo cuiihhhhhhh,NEGATIF;;;
@JendralKepitin9 @Lisaamartatara6 @TyrexMaximus Penyelesaian konflik di papua itu berjalan terus prosesnya scr berkesinambungan @prabowo mau katakan bahwa dr dulu sd periode presiden @jokowi terus diupayakan jg nanti kalo beliau menang &amp; jd presiden. Indonesia timur &amp; Papua dpt perhatian khusus &amp; makin baik di era Jokowi,POSITIF
@Chaves1305 @aniesbaswedan Sip berarti memang serangan Pak Anies benar. Terbukti semua anak buahnya kebakaran jenggot, semua berusaha klarifikasi anu anu dan anu. Padahal jelas sekali Prabowo ucapkan itu di depan Media. Dan terakhir mereka hanya bisa bilang  ini basa-basi, bercanda, khumor 😅,NEGATIF;;;
@tvOneNews Prabowo Gibran PRESIDEN 2024...... Negara ini tidak akan pernah maju dengan pemimpin2 yg tidak punya keberanian membangun untuk INDONESIA MAJU.... Cm d Kaji kaji dan kajiiiiiii ulang ....,POSITIF;;;
@PartaiSocmed @wongserah Semenjak dukung prabowo kok anda jadi irasional gini sih argumen nya,POSITIF;;;
Sebut Demokrasi di Indonesia Masih Berjalan, Prabowo Singgung Gubernur Diusung Oposisi https://t.co/8ykOU6p9eP,POSITIF;;;
@OposisiCerdas tinggal tubjukin hasil survey ke.investor aja .. anies hanya dpt 10% dan.prabowo pasti menang satu putaran ..,POSITIF;;;
@Maruahalsiahaa2 @islah_bahrawi @Mang_wa2 Prabowo jga demen bokep bro,hanya malu utk mengakui.,NEGATIF;;;
@RomeoWalker19 @gorengan_27 Kan PRABOWO juga diundang.. Rocky Gerung jadi Nara sumber..semua capres diundang, seperti biasa PRABOWO nggak berani datang, kalo tiap kali debat dan tanya jawab, maunya marah terus dan jawabannya juga nggak nyambung, jadi Timses nya larang dia ikut, blunder terus,NEGATIF;;;
"@hasyimmah Prediksi saya Prabowo akan gagal ke4 kalinya meski didukung  Koalisi besar dan Jokowi, ini bukan soal kemampuan"" beliau, tetapi  karena WATAKNYA  sangat angkuh dan tidak mau menerima kritikan. Ini yang ""menutupi"" dan menjadi ganjalan beliau menjadi Presiden."",NEGATIF";;;
@Heraloebss Prabowo sudah berbuat untuk bangsa ini.   yang diperbuat Prabowo: 1. Acak-acak konstitusi.  2. culik aktivis.  3. hamburkan uang 2,4T utk Food Estate gagal.,NEGATIF;;;
@LOVE_UM4M4 @prabowo @gibran_tweet Laporin dong... Klu Tempo jahat....  😂😂😂,POSITIF;;;
@ANDALASHUSNI @DokterTifa @gibran_tweet Berarti sistematis ya bung, seharusnya kalo punya rasa malu jangan mau dicalonkan jadi cawapres, karena memang belum pantes dan tidak pantas, gibran dipilih prabowo karena dia anak jokowi yang notabene presiden, kalo bukan anak presiden gak mungkin dipilih jadi cawapres,NEGATIF;;;
@tempodotco Sorry gw pendukung fanatik Prabowo, pokoknya Prabowo harus di Lantik jadi KETUA RT, pokoknya harus,POSITIF;;;
@kiki_daliyo Udah jelas-jelas Prabowo bukan Jokowi, mau dipoles kayak apa juga tetap seorang Prabowo.  Budaya kekerasan sewaktu dinas militernya masih dibawa sampai sekarang, jadi jangankan menjadi Jokowi, menjadi penerusnya saja itu tidak pantas karena sifatnya bertolak belakang.,NEGATIF;;;
@Chaves1305 @prabowo @Gerindra Awokawokawok dibelakang Prabowo itu ASing. Situ jgn ketipu. https://t.co/7ZWaqBI0TS,NEGATIF;;;
@Official_PAN @ZUL_Hasan Aduh udah tau salh malah nyari pembenaran, si zul mnceritakan orang shalat tahiyat pake 2 jari saking cinta prabowo trus tertawa2, tunjukkan org yg shalat pake 2jari krn cinta prabowo, kl mmg bgt dia udh syirik, lg pl kapasitas nya menteri perdagangan bkn kampanye.,NEGATIF;;;
@txtdaridoyy Prabowo,POSITIF;;;
Apa Presiden @jokowi beneran beri dukungan ke @prabowo?   Nggak boleh donk, presiden harusnya netral.,POSITIF;;;
@udiashou @tamerlane9470 nah, tp bedanya anies menang prabowo kalah wkwkw,NEGATIF;;;
All in @prabowogibran02 @prabowo #prabowo https://t.co/FpWhE1It47,POSITIF;;;
@jokowi ENDASMU ..... PRABOWO gk BAKALAN mikir RAKYAT   tapi URUS BISNISNYA ...,NEGATIF;;;
@ZulkifliLubis69 @gibran_tweet @prabowo Faktor tersandra masalah hukum. Maka kalau pilih pemimpin partai, pilih anggota legislatif harus hati hati jangan pilih yg bagi bagi duit, jelas nantinya korupsi, supaya aman ya ikut apa kata bos supaya gak ditangkap.,POSITIF;;;
@__AnakKolong Senyumin aja Rakyat sdh cerdas bung pokoknya pilih @Prabowo_Gibran,POSITIF;;;
Prabowo itu WARGA NEGARA KEHORMATAN YORDANIA... Lalu Megawati via (Alm Taufik kemas) tarik manusia yg ga berguna itu ke RI... dan terbukti 2x kalah sm jokowi, lalu tiba2 ada komprador modalin jokowi dukung psi, lu bela si opa???  Twolol lu 😜,POSITIF;;;
@tempodotco Dukungan penuh untuk Prabowo dan Gibran, karena mereka pemimpin yang berdedikasi.,POSITIF;;;
@AgusYudhoyono @prabowo Pak Prabowo akan sejahterakan Indonesia,POSITIF;;;
@siregar_elang KAMI OGAH NEGARA DIKENDALIKAN OPAH PENCULIK  Inilah alasannya knp sy ogah dukung PRABOWO  PENJILAT 02 ternyata sangat buaanyakk https://t.co/9n5UiavfkQ,NEGATIF;;;
Prabowo-Gibran   seolah-olah mengesampingkan norma etika politik dengan melibatkan perangkat   desa dalam kampanye. #OrdeBaruReborn #GanjarMajukanBangsaNKRI 75 M #PrabowoNeoOrba #KolaborasiGenerasi #AniesMenghargai @Dennysiregar7  @RamliRizal  Bahasa Indonesia https://t.co/ZuwAdHP0sw,NEGATIF;;;
@Kanjeng2022 gak usah ngemis2 seolah paling terdzolimi untuk mengambil simpati rakyat....cara yg paling rendah itu...contoh pasangan @aniesbaswedan @cakimiNOW santuy yg begitu itu justru rakyat malah simpati..gk tiap detik cuma obok2 @gibran_tweet @prabowo ..a sampe z..muak ..intinya 2024,NEGATIF;;;
@ferrypalex @GeiszChalifah Semua akan terasa capeknya bila Pak Prabowo kalah lagi,NEGATIF;;;
@bumnbersatu @adearmando61 @Dennysiregar7 @ch_chotimah2 @jokowi @psi_id Apa kabar bang dukung siapa pilpres? PRABOWO KAN?,POSITIF;;;
@kiplisardi @ryanednan @Habasuki @Dennysiregar7 Politik itu dinamis, tpi harga diri kita jgn mudah dijual murah. Keluargaku : 2009 tdk dukung mega prabowo krna tdk suka prabowo yg pernah diduga melanggar ham. 2014 sama tdk dukung prabowo 2019 sama tdk dukung prabowo Dan  2024 tetap sma tdk dukung prabowo mau psangan dgn siapun,NEGATIF;;;
@lail_23 @negativisme Si ahli angin puting beliung mulai dari ikutan konvensi bacaprea demokrat gagal ikutan timaes jokowi, dipecat jokowi ditolong prabowo sampe jadi gubernur.. janji gak akan ikut capres kalo prabowo ikutan.. tai kucing lah mau jadi oposisi,POSITIF;;;
Kita tetap istiqomah! Ulama Jawa Barat di Pilpres 2024 ini tetap istiqomah bersama Bapak Prabowo Subianto pungkasnya. #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto,POSITIF;;;
Kami muak..., dengan org2 yang culas, pembohong dan pecoleng. Apa kita mau di pimpin oleh2 merka yang selalu berpikir culas dan pembohong!!!!  Prabowo masa lalu, AMIN masa depan!!,NEGATIF;;;
@ajengcute16__ Naaahhh kan tujuan utamanya itu, 2019 pasca kalah pun ngemis ke jokowi tapi yang di tawari masuk kabinet cuma prabowo dan sandiaga.,NEGATIF;;;
@syalalaela @prabowo @Gerindra dukung terus #PrabowoGemoy Pilpres Riang Gembira,POSITIF;;;
2024 jika prabowo gibran KALAH siap2 lari malam pakai helekopter....NEGARA INI BUKAN  PUNYA NENEK LUU WAIII PENGUASA... DAN KRONI2NYA SIAP2 LAH ANDA BROOO,NEGATIF;;;
@tempodotco @prabowo Kalau dari awal aja etika sudah dilanggar, yakin negara ini bakal maju?,NEGATIF;;;
@Hasbil_Lbs @Tan_Mar3M Jokowi terlihat cerdas di sini.... Pasang gibran dgn prabowo... Jika 2 putaran siapa pun yg kalau di pastikan akan pindah ke paslon no 2 Amin kalah --&gt  ke prabowo Ganjar kalah ‐---&gt  ke gibran  Mau tahu tanda nya? Berani g pdip copot Gibran , yg di narasikan anak haram konstitusi,NEGATIF;;;
@kurawa Emang @kurawa ini lebih kenal ganjar mahfud dari pada prabowo gibran. Coba apa sih hebatnya prabowo gibran sampai setiap tweetnya gak pernah disebut. Kalah ente sama sales panci .. sales panci fokus jualan panci nya . Ente fokus jualan capres lain,NEGATIF;;;
Prabowo, podium aja bisa hancur, gimana bisa menata negara yang kompleks? @hamadaaasahiii  Anies #DebatCapres Prabowo Ordal JAKI pt gni https://t.co/ZboWuPaTsx https://t.co/jsFp8asb82,NEGATIF;;;
@Ary_pakeY Gini ya bro, prabowo ngeledek anies karna prabowo tau janji nya itu gak munkin di tepati 🤣🤣,NEGATIF;;;
@real_are_fdy @lail_23 @Adhwanissaa @BosPurwa Kalo kata gw mah Prabowo bonyok udah malem itu puas banget sih gw sampe bikin watak asli Prabowo keluar semua .wkwkwk diliat akademisi dan rakyat se Indonesia ini looh capres No.2 Prabowo Subianto . Wkwkwwk,NEGATIF;;;
Prabowo Bukan Jokowi. Dari ucapan saja sudah beda https://t.co/JiqYtrxCx5,NEGATIF;;;
@RcyberProj0 @prabowo @gibran_tweet @Projo_Pusat @handoko2411 @budimuni98 @FALDA81 Mari kita menangkan pemilu dengan memilih #AniesMuhaimin2024 untuk Indonesia yang lebih baik 🔥 InsyaaAllah 🤲 aamiin 🤲,NEGATIF;;;
@jonrugintingnew Pa Anies yg sepertinya lmbek,TDK tegas ternyata beliau orang yg sngt tegas dan TDK kenal kompromi trhdp orang yg mempermainkan hukum dan etika bernegara,walaupun lawan debatnya Prabowo yg terkenal tegas dg bicaranya yg meledak ledak,tp beliau TDK gentar,inilah yg meyakinkan kami,NEGATIF;;;
Kapan nih DESAK WOWO atau DESAK NDORO ?  Tunjukkan NYALA NYALI MU  @prabowo  @ganjarpranowo  atau saya kasih predikat CUPU KALIAN. 🤪  setuju tidak ? @BEMUI_Official  @UGMYogyakarta  @BEMUNJ_OFFICIAL   #AMINkanIndonesia  #AminPalingSiapUntukIndonesia  #AMIN2024MenangSATUPutaran,NEGATIF;;;
@don_muzakir_ @prabowo @gibran_tweet pak @prabowo Punya jiwa pejuang maju terus pak untuk Indonesia 1. prabowo pasti menang..,POSITIF;;;
@VIVAcoid IKN obsesi Jokowi dan Prabowo.. disitulah cuan mereka.. IKN buat ASN bukan tuk rakyat .batalkan IKN ladang korupsi,NEGATIF;;;
@Chaves1305 @prabowo Mau d kasih bintang kejora pun pelanggar HAM sampai akherat pun melekat https://t.co/espj7y1sfT,NEGATIF;;;
Pendukung Pak Prabowo terkaing2 sambil coba menutupi kekalahan debat kemaren dg menyerang membabi buta. Politik santuy....? Ah ternyata ibarat Boneka Tirek, terlihat lucu padahal BUAS.... https://t.co/eAT4oqu2si,NEGATIF;;;
@LOVE_UM4M4 @prabowo @gibran_tweet Yakin tempo memframing??? Anda ada bukti??  Berarti Anda juga memframing tempo jahat kan??  Kalau fakta yg di dapat tempo benar bagaimana???,NEGATIF;;;
@temanduit @prabowo @gibran_tweet beri sayang kita ke rakyat Indonesia,POSITIF;;;
Ini maksudnya utk Wowo ya🤣🤣 @prabowo  @SBYudhoyono, kau ternyata pendukung pelanggaran HAM berat. Mendukung gerombolan culik, begal partai, mafia peradilan MK, ijazah palsu, pengkhianat, Raja&amp Pangeran Bohong akibat sakit hati.  @PDemokrat  @AgusYudhoyono  @jansen_jsp,NEGATIF;;;
@mimih6mei @alextham878 @abby6mei @Babe_babegalak @idrisbue @Raden_Wijaya008 @bengkeldodo @Sitikues Insyallah satu putaran ya Prabowo-Gibran,POSITIF;;;
landasan dukungan publik terhadap pilpres 2024 sekali putaran adalah demi harapan terjaganya kondisi damai dan pertumbuhan ekonomi. Hemat Waktu Biaya Damai @prabowo pasti menang satu putaran #SekaliPutaran https://t.co/7Pi7ro8HXD,POSITIF;;;
Beri pujian ke AHY Prabowo: Pemimpin yang hebat untuk bangsa Indonesia. qyk PDemokrat AgusYudhoyono Demokrat Harapan Rakyat https://t.co/M9wqh9CdJg,POSITIF;;;
@TeddGus Prabowo sudah terlalu tua,ini menjadi kesan bahwa regenerasi kita gagal. Saya pikir ini akan membawa dampak buruk,Prabowo sebaiknya istirahat. Apa Prabowo tidak malu pada dunia.,NEGATIF;;;
@VIVAcoid Ini serius Mas Prabowo? Makasih lho udah ngangkat saya...   ttd Saya https://t.co/XFsxLeH4Bh,POSITIF;;;
@Ndons_Back @99propaganda @bengkeldodo @P4P4B0W0_2024 @are_inismyname @Bank_Joee_ @kurawa @AditBandit234 @Alie_Fahnoor @AndreasSolusi @BANGSAygSUJUD Pak prabowo gak mau ngurus yang aneh-aneh selain bangsa n negara,POSITIF;;;
@xquitavee memang kampanye yg paling rasional ya hanya prabowo gibran,POSITIF;;;
@Bashu2950331 @yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana @aniesbaswedan Kalau gua setuju banget. Dari cara bicaranya lebih beradab dan sopan. Banyak penduduk DKI yg terbantu ketika pbb dihapuskan utk  rmh dg njop &lt  2 M. Anies dikaitkan dg group intoleran, padahal kenyataan sebaliknya. Jika rakyat cerdas dan waras pasti pilih Anies.,NEGATIF;;;
Moga kamu sadar dan cerdas @Uki23 . Hanya pendukung bodoh yg dukung Prabowo. Apalagi PSI memberi Penghargaan Kebohongan pada Prabowo.. orang bohong di dukung itu tandanya pendukung bodoh https://t.co/DXwujM1TlI,NEGATIF;;;
@Chaves1305 @aniesbaswedan Fitnah apaan si orang pak prabowo sendiri yg bilang di depan najwa shihab,POSITIF;;;
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Ya Paslon yang lain bukan pelanggar HAM dan jelasin secara konkret visi misinya bukannya 80% ngamokkk,NEGATIF;;;
@andre_rosiade program Prabowo itu apa... Cuma kasih makan siang anak Gratis... Susah susah begini haram bagi kami melihat anak ngantri untuk makan siang gratis... Aneh ni program..ora sudi aku... Aku hanya pilih No 1...,NEGATIF;;;
@DokterTifa @gibran_tweet Mundur teratur saja Gibran dan Prabowo... Ngerinya debat ke dua Prabowo struk nya kumat udh gitu gibrar planga plongo gax bisa ngomong apa apa dari pada malu lebih banyak lagi.. lebih baik mundur teratur saja lebih terhormat.,NEGATIF;;;
@kurawa tidak ada yg bisa mengalahkan paslon nomor 2, pasti menang Prabowo gibran,POSITIF;;;
Jemput Kemenangan Prabowo-Gibran, TKN Kenalkan 22 Cluster Fanta https://t.co/kNV84gZh3g,POSITIF;;;
@Bulurah8842 @LSudarmadji @prabowo @gibran_tweet @Projo_Pusat Penyakit hati kak hatinya kotor,NEGATIF;;;
@YRadianto @Uki23 SEPENCULIK2NYA PRABOWO TIDAK PERNAH KORUPSI DUIT NEGARA APLAGINMELACURKAN DIRI DIMEDSOS DEMI SEBUTIR NASI.PUNYA HARGA DIRI LAH.MAU DISEBUT PAHALAWAN REFORMASI..BERKORBAN GAK MAU BERJUANG ITU BUTUH PENGORBANAN.BAIK HARTA BENDA ATO NYAWA.KALO MASI TERIAK2 HAM GAK USAH BERJUANG,POSITIF;;;
@Fahrihamzah Bung. Prabowo status nya Capres bukan Menhan pas dikawal ketika Debat Capres. Jadi Prabowo gunain Fasilitas Negara buat kepentingan Pribadi dong ya?,NEGATIF;;;
@jokodoloq @deddysitorus Gak mungkin satu putaran, Dua putaran, Dan akhirnya Prabowo kalah,NEGATIF;;;
Prabowo pemimpin yang memperjuangkan keutuhan bangsa dan persatuan rakyat. #02UntukPersatuan DukunganGEMPITA UntukPrabowo https://t.co/kon37a0lgI,POSITIF;;;
@Beritasatu Aduh, Prabowo dan Gibran bikin hati meleleh! Mereka sungguh-sungguh peduli dan fokus mengembangkan sumber daya manusia!,POSITIF;;;
@PartaiSocmed @prabowo Iya nih lebih jahat dibanding ngilangin nyawa orang tanpa ada pengusutan hukum sama sekali,NEGATIF;;;
@LOVE_UM4M4 Team sukses Prabowo paliiing demen main survey survey an kaya bocil aja main tebak-tebakan,NEGATIF;;;
Ambil duit nya Jangan Pilih Prabowo-gibran penculik dan pelanggar HAM serta pelanggar konstitusi kewat paman usman,NEGATIF;;;
KPU mikir, Prabowo podium aja bisa hancur, gimana bisa diandalkan untuk memimpin negara? @HanafieRizqy  Anies #DebatCapres Prabowo Ordal JAKI pt gni https://t.co/jEedDAdaVQ https://t.co/wIuZkByygQ,NEGATIF;;;
TPN Ganjar-Mahfud akan melaporkan perihal ketidaknetralan APDESI dengan mendukung Prabowo-Gibran. Kepala Desa mudah diberi janji agar bisa berkuasa 3 periode ya?? Padahal  1 periode 6 tahun setelah revisi jadi 9 tahun. Ini sih pasti banyak Kepala Desa Korupsi!! Pemerintah²🤦🤦 https://t.co/HqbxA3OMg3,NEGATIF;;;
@bentangnegeri dia lagi mencari2 momen jika pak prabowo blunder, untuk jadi bahan ngerujak,NEGATIF;;;
Woooeee @Gerindra @prabowo @gibran_tweet kalian gak punya malu ya semua di klaim mendukungmu padahal mreka kberatan ini,NEGATIF;;;
@tempodotco Hasil yang dari bisnis pak Prabowo tidak akan pernah habis walau di makan satu Indonesia,POSITIF;;;
